id,citation_key,method,title,year,venue,tasks,scope,count_group,paradigm,paper_url,code_url,code_status,training_regime,access_note,year_basis,count_basis,checked_on
Yang2024IJCV,Yang2024IJCV,D4+,Robust Unpaired Image Dehazing via Density and Depth Decomposition,2024,IJCV,dehazing,six_task,Six-task restoration,prior_guided,https://doi.org/10.1007/s11263-023-01940-5,https://github.com/YaN9-Y/D4_plus,paper_linked_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Jiang2024ECCV,Jiang2024ECCV,LightenDiffusion,LightenDiffusion: Unsupervised Low-Light Image Enhancement with Latent-Retinex Diffusion Models,2024,ECCV,low-light enhancement,six_task,Six-task restoration,generative_transport,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/6440_ECCV_2024_paper.php,https://github.com/JianghaiSCU/LightenDiffusion,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
wang2024maskderain,Wang2024PR,Mask-DerainGAN,Mask-DerainGAN: Learning to remove rain streaks by learning to generate rainy images,2024,Pattern Recognition,deraining,six_task,Six-task restoration,representation,https://www.sciencedirect.com/science/article/pii/S0031320324005910,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Unpaired rain/clean domains; mask-conditioned rain generation and contrastive content preservation.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wen2024IS,Wen2024IS,NSB,Neural Schrödinger Bridge for Unpaired Real-World Image Deraining,2024,Information Sciences,deraining,six_task,Six-task restoration,generative_transport,https://www.sciencedirect.com/science/article/pii/S0020025524011137,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Pretrained CLIP guidance is part of the information budget.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wang2024CVPR,Wang2024CVPR,ODCR,ODCR: Orthogonal Decoupling Contrastive Regularization for Unpaired Image Dehazing,2024,CVPR,dehazing,six_task,Six-task restoration,representation,https://openaccess.thecvf.com/content/CVPR2024/html/Wang_ODCR_Orthogonal_Decoupling_Contrastive_Regularization_for_Unpaired_Image_Dehazing_CVPR_2024_paper.html,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Chen2024CVPRDeblur,Chen2024CVPRDeblur,SEMGUD,Unsupervised Blind Image Deblurring Based on Self-Enhancement,2024,CVPR,deblurring,six_task,Six-task restoration,prior_guided,https://openaccess.thecvf.com/content/CVPR2024/html/Chen_Unsupervised_Blind_Image_Deblurring_Based_on_Self-Enhancement_CVPR_2024_paper.html,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
sun2024ubrf,Covsun2024ubrf,UBRFC-Net,Unsupervised Bidirectional Contrastive Reconstruction and Adaptive Fine-Grained Channel Attention Networks for image dehazing,2024,Neural Networks,dehazing,six_task,Six-task restoration,representation,https://www.sciencedirect.com/science/article/pii/S0893608024002387,https://github.com/Lose-Code/UBRFC-Net,primary_source_linked_repository,independent-domain restoration branch; see access_note for auxiliary information,"Bidirectional clear/hazy distribution matching with contrastive reconstruction, no matched supervision stated by primary paper.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wang2024TIP,Wang2024TIP,UCL-Dehaze,UCL-Dehaze: Toward Real-World Image Dehazing via Unsupervised Contrastive Learning,2024,IEEE TIP,dehazing,six_task,Six-task restoration,representation,https://github.com/yz-wang/UCL-Dehaze,https://github.com/yz-wang/UCL-Dehaze,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Final TIP publication 2024; 2022 preprint deduplicated.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wen2024ACMMM,Wen2024ACMMM,UPID-EDM,Unpaired Photo-Realistic Image Deraining with Energy-Informed Diffusion Model,2024,ACM Multimedia,deraining,six_task,Six-task restoration,generative_transport,https://chdwyb.github.io/,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Energy-informed diffusion classification uses verified title-level evidence; no exact loss inventory asserted.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
meng2024dedust,Meng2024Dedust,DedustGAN,DedustGAN: Unpaired learning for image dedusting based on Retinex with GANs,2024,Expert Systems with Applications,dedusting;underwater enhancement;low-light enhancement,broader_restoration,Underwater / SR / sand-dust,prior_guided,https://www.sciencedirect.com/science/article/pii/S0957417423033468,https://github.com/FrankLittleSui/DedustGAN,primary_source_linked_repository,independent-domain restoration branch; see access_note for auxiliary information,Independent dusty/clear images; Retinex and GAN fusion; paper reports extensions to underwater/low-light tasks.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wang2024CVPRDictSR,Wang2024CVPRDictSR,DictSR,Learning Coupled Dictionaries from Unpaired Data for Image Super-Resolution,2024,CVPR,super-resolution,broader_restoration,Underwater / SR / sand-dust,representation,https://openaccess.thecvf.com/content/CVPR2024/html/Wang_Learning_Coupled_Dictionaries_from_Unpaired_Data_for_Image_Super-Resolution_CVPR_2024_paper.html,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
drdcl2024,Yin2024DRDCL,DRDCL,Unsupervised Underwater Image Enhancement Based on Disentangled Representations via Double-Order Contrastive Loss,2024,IEEE TGRS,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,representation,https://doi.org/10.1109/TGRS.2024.3353371,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Two-domain water-layer removal/generation with disentangled representations; no observed restoration pairs required.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Jia2024EdgeUIE,Jia2024EdgeUIE,Edge-extraction GAN,An unsupervised underwater image enhancement method based on generative adversarial networks with edge extraction,2024,Frontiers in Marine Science,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2024.1471014/full,,not_verified,unpaired marginal datasets,"Full text explicitly describes two-domain CycleGAN enhancement/degradation cycles without paired underwater observations, with Laplacian edge extraction and perceptual loss.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Jiang2024PDD,Jiang2024PDD,PDD-Net,Perception-Driven Deep Underwater Image Enhancement Without Paired Supervision,2024,IEEE Transactions on Multimedia,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://ieeexplore.ieee.org/document/10319078/,,not_verified,unpaired underwater/natural-image domains; auxiliary quality-ranking pretraining,IEEE abstract says no paired restoration images; target domain consists of natural images. A separately pretrained pairwise quality-ranking model supplies perceptual guidance. Final volume26 is 2024; online date15 November2023.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Tang2024ICML,Tang2024ICML,RCOT,Residual-Conditioned Optimal Transport: Towards Structure-Preserving Unpaired and Paired Image Restoration,2024,ICML,denoising;super-resolution;deraining;dehazing,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://proceedings.mlr.press/v235/tang24d.html,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,"The paper studies paired and unpaired variants; count the paper once, not each regime.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Sun2024TPAMI,Sun2024TPAMI,SDFlow,Learning Many-to-Many Mapping for Unpaired Real-World Image Super-Resolution and Downscaling,2024,IEEE TPAMI,super-resolution;downscaling,broader_restoration,Underwater / SR / sand-dust,normalizing_flow,https://doi.org/10.1109/TPAMI.2024.3428546,https://github.com/sunwj/sdflow,paper_linked_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Zhu2024UMRD,Zhu2024UMRD,UMRD,Unsupervised Multiple Representation Disentanglement Framework for Improved Underwater Visual Perception,2024,IEEE Journal of Oceanic Engineering,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://zhu-pengli.github.io/publications/,,not_verified,unpaired marginal datasets,"Author publication page and IEEE society issue listing identify paper; abstract specifies unified multidomain unpaired cycle-consistent translation. Final volume49 issue1 is2024, online2023. Distinct multidomain follow-up to URD-UIE2023.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Ding2024USIR,Ding2024USIR,USIR-Net,USIR-Net: sand-dust image restoration based on unsupervised learning,2024,Machine Vision and Applications,dedusting;dehazing;underwater enhancement,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://link.springer.com/article/10.1007/s00138-024-01528-0,,not_verified,unpaired marginal datasets,Publisher abstract describes improved CycleGAN trained with unpaired sand-dust images; extensions include haze removal and underwater enhancement.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Dong2025CVPR,Dong2025CVPR,CSUD,Channel Consistency Prior and Self-Reconstruction Strategy Based Unsupervised Image Deraining,2025,CVPR,deraining,six_task,Six-task restoration,prior_guided,https://doi.org/10.1109/CVPR52734.2025.00700,https://github.com/GuangluDong0728/CSUD-Unsupervised-Deraining-CVPR2025,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Tang2025TPAMI,Tang2025TPAMI,DA-RCOT,Restoring Images Under Any Degradation: A Degradation-Aware Residual-Conditioned Optimal Transport Approach,2025,IEEE TPAMI,denoising;deblurring;deraining;dehazing;low-light enhancement,six_task,Six-task restoration,domain_translation,https://doi.org/10.1109/TPAMI.2025.3562211,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Paired and unpaired restoration variants; distinguish data access for each reported experiment.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Zheng2025NeurIPS,Zheng2025NeurIPS,DDSB,Degradation-Aware Dynamic Schrodinger Bridge for Unpaired Image Restoration,2025,NeurIPS,deraining;low-light enhancement;deblurring,six_task,Six-task restoration,generative_transport,https://papers.neurips.cc/paper_files/paper/2025/hash/039c30e9af8039fbd1b58da9d04f38e9-Abstract-Conference.html,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Lan2025ICCV,Lan2025ICCV,DehazeSB,When Schrodinger Bridge Meets Real-World Image Dehazing with Unpaired Training,2025,ICCV,dehazing,six_task,Six-task restoration,generative_transport,https://github.com/ywxjm/DehazeSB,https://github.com/ywxjm/DehazeSB,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Pretrained semantic guidance; final ICCV year 2025.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Lan2025AAAI,Lan2025AAAI,Diff-Dehazer,Exploiting Diffusion Prior for Real-World Image Dehazing with Unpaired Training,2025,AAAI,dehazing,six_task,Six-task restoration,generative_transport,https://doi.org/10.1609/aaai.v39i4.32469,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Liu2025ICCV,Liu2025ICCV,FrDiff,Frequency Domain-Based Diffusion Model for Unpaired Image Dehazing,2025,ICCV,dehazing,six_task,Six-task restoration,generative_transport,https://openaccess.thecvf.com/content/ICCV2025/html/Liu_Frequency_Domain-Based_Diffusion_Model_for_Unpaired_Image_Dehazing_ICCV_2025_paper.html,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Lin2025TPAMI,Lin2025TPAMI,RSCP2GAN,Re-Boosting Self-Collaboration Parallel Prompt GAN for Unsupervised Image Restoration,2025,IEEE TPAMI,denoising;deraining;desnowing,six_task,Six-task restoration,domain_translation,https://researchportal.hkust.edu.hk/en/publications/re-boosting-self-collaboration-parallel-prompt-gan-for-unsupervis/,https://github.com/linxin0/RSCP2GAN,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Final TPAMI issue 2025; older preprint counted once.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Hu2025ICCV,Hu2025ICCV,TP-Diff,Learning Deblurring Texture Prior from Unpaired Data with Diffusion Model,2025,ICCV,deblurring,six_task,Six-task restoration,generative_transport,https://openaccess.thecvf.com/content/ICCV2025/html/Liu_Learning_Deblurring_Texture_Prior_from_Unpaired_Data_with_Diffusion_Model_ICCV_2025_paper.html,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
v6_sr_uw_11,Tang2025DiffusionSR,Cycle/diffusion recurrent SR,Unsupervised image super-resolution recurrent network based on diffusion model,2025,Signal Processing: Image Communication,super-resolution,broader_restoration,Underwater / SR / sand-dust,generative_transport,https://www.sciencedirect.com/science/article/abs/pii/S0923596525001444,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Publisher abstract explicitly states unpaired HR and LR inputs; a cycle branch generates pseudo pairs and dual diffusion models refine degradation and restoration. Publisher abstract/metadata accessible; full text not audited. Bibliographic author/DOI fields checked against exact-title publisher metadata.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Meanti2025ICCV,Meanti2025ICCV,DDM,Unsupervised Imaging Inverse Problems with Diffusion Distribution Matching,2025,ICCV,deblurring;super-resolution;operator calibration,broader_restoration,Underwater / SR / sand-dust,generative_transport,https://openaccess.thecvf.com/content/ICCV2025/html/Meanti_Unsupervised_Imaging_Inverse_Problems_with_Diffusion_Distribution_Matching_ICCV_2025_paper.html,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Conditional flow matching with inverse-problem operator inference; calibration assumptions remain part of the setting.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wu2025MambaRA,Wu2025MambaRA,MambaRA-GAN,MambaRA-GAN: Underwater Image Enhancement via Mamba and Intra-Domain Reconstruction Autoencoder,2025,Journal of Marine Science and Engineering,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://www.mdpi.com/2077-1312/13/9/1745,,not_verified,unpaired marginal datasets,Publisher abstract explicitly identifies an unpaired UIE framework built on CycleGAN with triple-gated Mamba and intra-domain reconstruction; publication 10 September 2025.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Gazdieva2025OTSR,Gazdieva2025OTSR,OT-SR,An Optimal Transport Perspective on Unpaired Image Super-Resolution,2025,J. Optim. Theory Appl.,super-resolution,broader_restoration,Underwater / SR / sand-dust,not_assigned,https://link.springer.com/article/10.1007/s10957-025-02781-7,https://github.com/milenagazdieva/OT-Super-Resolution,primary_source_linked_repository,unpaired LR/HR with optimal transport objective,"Publisher6August2025 volume207 article40; same canonical work as arXiv2202.01116, count only final2025. Source code explicitly linked.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
v6_sr_uw_12,Cheng2025PhysicalMap,Physical-map-guided CycleGAN,Transmission map and background light guided enhancement of unpaired underwater image,2025,Neurocomputing,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,prior_guided,https://www.sciencedirect.com/science/article/abs/pii/S0925231224020411,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,"Publisher abstract explicitly identifies unpaired underwater enhancement with cycle consistency, enhancement/degradation subnetworks and physical-map constraints. Full text not audited.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Zeng2025CrackUIE,Zeng2025CrackUIE,Physics-constrained UNIT,Unsupervised Restoration of Underwater Structural Crack Images via Physics-Constrained Image Translation and Multi-Scale Feature Retention,2025,Buildings,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://www.mdpi.com/2075-5309/15/13/2150/htm,,not_verified,unpaired source/target underwater crack image domains; optional depth/turbidity priors,"Publisher full text explicitly excludes paired training samples, builds UNIT with500low-quality and500high-quality images; specialized structural-inspection application, counted once.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Zhou2025arXivRFDM,Zhou2025arXivRFDM,RFDM,Unsupervised Real-World Super-Resolution via Rectified Flow Degradation Modelling,2025,arXiv preprint,super-resolution,broader_restoration,Underwater / SR / sand-dust,generative_transport,https://arxiv.org/abs/2508.07214,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Author preprint only; no peer-reviewed final venue verified.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
v6_sr_uw_13,Li2025UCLDiff,UCL-Diff,Underwater optical image enhancement via an unsupervised contrastive learning-guided diffusion model,2025,Optics and Lasers in Engineering,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,generative_transport,https://www.sciencedirect.com/science/article/pii/S014381662500329X,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Publisher abstract explicitly says ACL-Net uses unpaired datasets and pre-enhanced images guide conditional diffusion. Publisher abstract/metadata accessible; full text not audited.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Lan2026N2D3,Lan2026N2D3,N2D3,Night-to-Day Translation via Illumination Degradation Disentanglement,2026,IEEE Trans. Multimedia,night-to-day translation,translation,General / weather translation,not_assigned,https://doi.org/10.1109/TMM.2026.3700823,,not_verified,unpaired night/day translation with physical priors and contrastive consistency,"Author arXiv2411.14504 inspected for training regime; final publisher metadata2026 confirmed separately. Count one canonical work, not both versions.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Li2026DayNight,Li2026DayNight,Target-class hallucination suppression,Bridging Day and Night: Target-Class Hallucination Suppression in Unpaired Image Translation,2026,Proc. AAAI Conf. Artif. Intell.,day-to-night translation,translation,General / weather translation,not_assigned,https://ojs.aaai.org/index.php/AAAI/article/view/37570,,not_verified,unpaired domains with annotated target-domain objects and semantic priors,"Primary AAAI40(8) final publication14March2026; translation pairs absent but object annotations explicitly used, so not a label-free two-pool method.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Cho2026EMP,Cho2026EMP,EMP,Event-based Motion Deblurring with Unpaired Data,2026,Proc. IEEE/CVF Conf. Comput. Vis. Pattern Recognit.,deblurring,six_task,Six-task restoration,not_assigned,https://openaccess.thecvf.com/content/CVPR2026/html/Cho_Event-based_Motion_Deblurring_with_Unpaired_Data_CVPR_2026_paper.html,,not_verified,independent blurry and sharp image domains; synchronized event observations supply auxiliary physical information,independent blurry and sharp image domains; synchronized event observations supply auxiliary physical information,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wen2026TNNLS,Wen2026TNNLS,OBCOT,When Optimal Transport Meets Photo-Realistic Image Dehazing with Unpaired Training,2026,IEEE TNNLS,dehazing,six_task,Six-task restoration,domain_translation,https://pubmed.ncbi.nlm.nih.gov/41955147/,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Final TNNLS issue year 2026; transport-based dehazing.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wen2026PR,Wen2026PR,Prompt-oriented frequency-regularized SB,Prompt-Oriented and Frequency-Regularized Schrödinger Bridge for Unpaired Rain Streaks and Raindrops Removal,2026,Pattern Recognition,deraining,six_task,Six-task restoration,generative_transport,https://www.sciencedirect.com/science/article/pii/S0031320325015250,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
chen2026rgsud,Chen2026RGSUD,RGSUD,Unpaired Image Deraining Using Reward-Guided Self-Reinforcement Strategy,2026,CVPR,deraining,six_task,Six-task restoration,domain_translation,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Unpaired_Image_Deraining_Using_Reward-Guided_Self-Reinforcement_Strategy_CVPR_2026_paper.pdf,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Independent rainy/clear sets; IQA reward recycling and pseudo-pair self-reinforcement; pretrained IQA prior is extra access.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wen2026TMM,Wen2026TMM,SFTOT,Structure-Preserving Frequency-Regularized Text-Guided Optimal Transport for Unpaired Rain Streaks and Raindrops Removal,2026,IEEE TMM,deraining,six_task,Six-task restoration,domain_translation,https://ieeexplore.ieee.org/document/11340759,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Published approach; attributable public code and primary numerical tables not verified in this audit.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
ud3net2026,Covud3net2026,UD3Net,An Unpaired Dual-Domain Image Dehazing Framework Using Unsupervised Learning,2026,Structural Durability & Health Monitoring,dehazing,six_task,Six-task restoration,prior_guided,https://www.techscience.com/sdhm/v20n3/67386/html,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Independent hazy/clear domains with scattering-model reconstruction and frequency/Retinex priors.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Tran2026UIDKAT,Tran2026UIDKAT,UID-KAT,Unpaired Image Dehazing via Kolmogorov-Arnold Transformation of Latent Features,2026,Pattern Recognition,dehazing,six_task,Six-task restoration,representation,https://www.sciencedirect.com/science/article/abs/pii/S0031320326002694,https://github.com/tranleanh/uid-kat,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Final Pattern Recognition 2026; 2025 arXiv preprint counted once. KAN latent transformation with adversarial/contrastive learning.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wen2026ESWA,Wen2026ESWA,UIPL,Unpaired Iterative Prompt Learning for Real-World Image Deraining,2026,Expert Systems with Applications,deraining,six_task,Six-task restoration,representation,https://www.sciencedirect.com/science/article/abs/pii/S0957417425046251,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Final ESWA issue year 2026; independent domains and perceptual guidance.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
hu2026vmcr,Covhu2026vmcr,VMCR-Net,Unsupervised Vision Mamba With Contrastive Regularization Network for Single Image Dehazing,2026,Expert Systems,dehazing,six_task,Six-task restoration,representation,https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.70309,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,DisentGAN-based unpaired haze/clear mapping; Mamba representation with contrastive regularization.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
v6_sr_uw_14,Niu2026CMDCL,CMDCL,Unpaired underwater image enhancement via Cross-Modal Dual Contrastive Learning,2026,Journal of Visual Communication and Image Representation,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,representation,https://www.sciencedirect.com/science/article/pii/S1047320326001343,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Publisher abstract and dataset section accessible. Dataset section explicitly constructs separate low-quality and high-quality underwater subsets from EUVP and LSUI for unpaired training.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
